N Válidos,Média,Mediana,Desvio Padrão,Mínimo,Máximo,Q1 (25%),Q3 (75%),Intervalo Interquartil
88126,7053.183488981685,6193.4,3065.0279340372804,4373.0,53647.31,6145.0,6661.82,516.8199999999997
